"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","Min","G","A","KP","AFKG","APKG","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*03v9d*","Son Heung-Min","TOT","F","1","I_am_Tim","TOT 5<br/>@NOR 0 F","574.75","16.42","10%","0%","35","3,004","23","7","72","0","2","49","6","46","2","0","12","13","8","51","6","16","0","2","0","30","18"
"*03aqp*","Mohamed Salah","LIV","F","2","Laeka B","WOL 1<br/>@LIV 3 F","568.5","16.24","97%","0%","35","2,751","23","13","63","0","0","60","8","81","1","0","6","6","4","53","1","7","1","2","0","22","17"
"*03srg*","Trent Alexander-Arnold","LIV","D","3","HALE","WOL 1<br/>@LIV 3 F","537.25","16.79","0%","0%","32","2,851","2","12","90","0","0","15","23","19","2","0","44","43","33","19","4","15","0","0","0","22","18"
"*02oox*","Kevin De Bruyne","MCI","M","4","McGinn","AVL 2<br/>@MCI 3 F","506.5","16.88","0%","0%","30","2,191","15","8","87","0","0","31","16","20","2","0","18","6","16","31","2","12","0","0","0","22","13"
"*0570n*","Joao Cancelo","MCI","D","5","RK U8","AVL 2<br/>@MCI 3 F","506","14.06","0%","0%","36","3,227","1","7","39","0","0","23","54","24","7","0","20","59","31","56","3","57","0","0","0","25","19"
"*02lol*","Harry Kane","TOT","F","6","McGinn","TOT 5<br/>@NOR 0 F","485","13.11","0%","0%","37","3,230","17","9","50","0","0","55","5","61","5","0","7","3","39","54","8","75","0","0","0","40","14"
"*04y92*","Bukayo Saka","ARS","M","7","HALE","EVE 1<br/>@ARS 5 F","453","11.92","100%","0%","38","2,970","11","7","68","1","0","31","21","47","6","0","11","22","21","43","2","23","0","2","0","39","13"
"*02oq8*","James Ward-Prowse","SOU","M","8","Noah B","SOU 1<br/>@LEI 4 F","450.75","12.52","32%","-6%","36","3,215","10","5","71","0","0","24","24","25","3","1","29","40","39","12","15","27","0","0","0","63","7"
"*05gcr*","Bruno Fernandes","MUN","M","9","ARA","MUN 0<br/>@CRY 1 F","444","12.33","100%","0%","36","3,108","10","6","89","0","0","29","28","40","10","0","20","17","41","26","0","19","2","0","0","54","8"
"*05os7*","Raphinha","LEE","M","10","Noah B","LEE 2<br/>@BRF 1 F","443.75","12.68","0%","0%","35","2,915","11","3","65","0","0","25","29","35","7","0","19","29","25","62","0","23","0","1","0","68","5"
"*046c5*","Jarrod Bowen","WHU","M","11","Laeka B","WHU 1<br/>@BHA 3 F","439.75","12.22","100%","0%","36","2,973","12","10","41","1","2","34","20","51","6","0","5","21","8","50","2","38","0","2","0","46","8"
"*0414o*","James Maddison","LEI","M","12","RyRob","SOU 1<br/>@LEI 4 F","402","11.49","43%","+6%","35","2,447","12","8","48","0","1","34","20","32","3","0","14","11","7","31","3","5","0","1","0","41","5"
"*052cd*","Mason Mount","CHE","M","13","YUM","WAT 1<br/>@CHE 2 F","400","12.5","17%","0%","32","2,352","11","10","58","1","0","29","16","34","4","0","14","13","11","18","1","6","0","0","0","25","11"
"*0435s*","Joel Matip","LIV","D","14","Laeka B","WOL 1<br/>@LIV 3 F","397.5","12.82","0%","0%","31","2,790","3","3","12","0","0","9","34","7","2","0","0","44","90","9","14","109","0","0","0","21","17"
"*03v6w*","Ivan Toney","BRF","F","15","Noah B","LEE 2<br/>@BRF 1 F","395.25","11.98","0%","0%","33","2,907","12","5","43","0","0","30","21","44","8","0","2","14","42","24","2","147","0","3","0","47","8"
"*03gu5*","Andrew Robertson","LIV","D","16","Noah B","WOL 1<br/>@LIV 3 F","394.25","13.59","22%","-8%","29","2,537","3","10","55","0","0","8","21","15","5","1","21","23","51","13","3","26","0","0","0","20","17"
"*03jv0*","Sadio Mane","LIV","F","17","RyRob","WOL 1<br/>@LIV 3 F","390.5","11.49","0%","0%","34","2,815","16","2","41","0","1","39","20","59","5","0","9","8","11","47","1","30","0","1","0","24","16"
"*04fk6*","Bernardo Silva","MCI","M","18","I_am_Tim","AVL 2<br/>@MCI 3 F","384.75","10.99","94%","0%","35","2,852","8","4","59","0","1","20","29","25","6","0","8","20","14","53","2","7","0","1","0","23","16"
"*051k0*","John McGinn","AVL","M","19","McGinn","AVL 2<br/>@MCI 3 F","376.25","10.75","69%","0%","35","3,089","3","4","51","0","0","16","64","28","8","0","19","35","28","44","6","23","0","0","0","48","10"
"*04qr8*","Diogo Jota","LIV","F","20","HALE","WOL 1<br/>@LIV 3 F","376","10.74","0%","0%","35","2,347","15","4","40","0","2","33","18","33","3","0","2","6","6","27","2","37","0","2","0","19","14"
"*03vlj*","Virgil van Dijk","LIV","D","21","Laeka B","WOL 1<br/>@LIV 3 F","374.5","11.01","100%","0%","34","3,060","3","1","9","0","0","14","10","3","3","0","0","31","107","6","14","117","0","0","0","21","21"
"*056iw*","Allan Saint-Maximin","NEW","M","22","Noah B","NEW 2<br/>@BUR 1 F","374.25","10.69","0%","0%","35","2,795","5","5","50","0","0","26","8","90","6","0","10","11","2","150","2","18","0","0","0","54","9"
"*04p0d*","Dwight McNeil","BUR","M","23","DYCHE","NEW 2<br/>@BUR 1 F","362.25","9.53","40%","-5%","38","3,101","0","1","47","0","0","15","49","51","1","0","33","35","21","90","11","13","0","0","0","49","9"
"*05tz8*","Emmanuel Dennis","WAT","F","24","I_am_Tim","WAT 1<br/>@CHE 2 F","359.5","10.89","0%","0%","33","2,574","10","6","33","0","1","26","35","63","7","1","7","15","12","68","2","45","0","1","0","59","3"
"*051k8*","Conor Gallagher","CRY","M","25","DYCHE","MUN 0<br/>@CRY 1 F","357.75","10.52","50%","+1%","34","2,843","8","3","38","0","1","22","37","50","10","0","22","29","23","43","9","23","0","1","0","38","11"
"*02lkp*","Raheem Sterling","MCI","F","26","YUM","AVL 2<br/>@MCI 3 F","355.5","11.85","1%","0%","30","2,114","13","5","42","0","1","28","10","54","1","0","9","12","2","53","0","4","1","2","0","17","13"
"*03vll*","Michail Antonio","WHU","F","27","RyRob","WHU 1<br/>@BHA 3 F","354.5","9.85","0%","0%","36","2,964","10","8","45","0","0","29","17","72","6","1","13","3","14","50","1","79","1","0","0","43","7"
"*0427d*","James Tarkowski","BUR","D","28","HALE","NEW 2<br/>@BUR 1 F","347.5","9.93","99%","0%","35","3,106","1","2","10","0","0","6","44","5","11","0","0","49","183","5","61","153","0","0","1","51","7"
"*05r9b*","Martin Odegaard","ARS","M","29","HALE","EVE 1<br/>@ARS 5 F","346","9.61","96%","0%","36","2,775","7","4","77","0","0","21","21","48","4","0","8","11","10","25","1","15","0","0","0","39","11"
"*05o4b*","Matty Cash","AVL","D","30","I_am_Tim","AVL 2<br/>@MCI 3 F","343.75","9.05","80%","-1%","38","3,377","4","3","28","0","0","13","50","31","8","0","19","49","82","33","16","42","0","0","0","50","13"
"*05w7s*","Cristiano Ronaldo","MUN","F","31","FA","MUN 0<br/>@CRY 1 F","343","11.43","0%","0%","30","2,449","18","3","26","0","0","43","6","30","8","0","1","2","29","20","0","42","0","2","0","41","8"
"*0327v*","Wilfried Zaha","CRY","F","32","Noah B","MUN 0<br/>@CRY 1 F","338.25","10.25","0%","0%","33","2,756","14","1","46","0","0","32","20","110","4","1","14","5","5","75","0","12","2","1","0","33","11"
"*02m66*","Marcos Alonso","CHE","D","33","RyRob","WAT 1<br/>@CHE 2 F","337","12.04","0%","0%","28","2,161","4","4","43","0","0","11","29","25","8","0","17","43","50","15","5","40","0","0","0","22","9"
"*0520r*","Leandro Trossard","BHA","M","34","Noah B","WHU 1<br/>@BHA 3 F","331.5","9.75","91%","+3%","34","2,799","8","3","47","0","0","27","20","73","2","0","11","15","7","56","4","9","0","1","0","33","11"
"*05gcp*","Tomas Soucek","WHU","M","35","YUM","WHU 1<br/>@BHA 3 F","330.25","9.44","43%","-3%","35","3,060","5","1","21","0","0","12","32","16","3","0","2","52","97","10","13","134","0","0","0","46","6"
"*051k7*","Reece James","CHE","D","36","DYCHE","WAT 1<br/>@CHE 2 F","330","12.69","95%","+3%","26","1,857","5","9","48","0","0","10","25","22","4","1","20","17","18","36","2","17","0","0","1","21","7"
"*05tr8*","Christian Norgaard","BRF","M","37","ARA","LEE 2<br/>@BRF 1 F","330","9.43","7%","0%","35","3,054","3","4","29","0","0","9","60","26","8","0","3","64","56","18","9","50","0","0","0","51","8"
"*045c8*","Gabriel Jesus","MCI","F","38","McGinn","AVL 2<br/>@MCI 3 F","328.75","11.74","10%","0%","28","1,863","8","8","38","0","0","25","12","27","1","0","4","15","6","46","0","21","0","2","0","15","11"
"*04agz*","Declan Rice","WHU","M","41","RK U8","WHU 1<br/>@BHA 3 F","320.5","8.9","100%","0%","36","3,177","1","4","24","0","0","8","42","20","8","0","6","63","49","50","21","42","0","0","0","49","8"
"*0524k*","Rodri","MCI","M","42","YUM","AVL 2<br/>@MCI 3 F","319.25","9.67","76%","-2%","33","2,883","7","2","29","0","0","14","43","23","5","0","4","28","42","12","5","85","0","0","0","22","17"
"*05w9i*","Marc Cucurella","BHA","D","43","I_am_Tim","WHU 1<br/>@BHA 3 F","316.75","9.05","97%","0%","35","3,089","1","1","42","0","0","3","62","15","6","0","28","30","65","28","14","40","0","0","0","39","11"
"*04yo7*","Youri Tielemans","LEI","M","45","I_am_Tim","SOU 1<br/>@LEI 4 F","314","9.81","85%","-3%","32","2,625","6","4","37","0","0","17","38","30","3","0","9","22","36","25","13","24","0","0","0","42","6"
"*04spq*","Jack Harrison","LEE","M","44","RyRob","LEE 2<br/>@BRF 1 F","314","8.97","3%","0%","35","2,637","8","1","42","0","0","17","37","66","3","0","13","21","16","54","1","19","0","0","0","68","3"
"*05gcx*","Josh Brownhill","BUR","M","46","YUM","NEW 2<br/>@BUR 1 F","313.75","8.96","3%","0%","35","2,949","2","3","40","0","0","9","37","18","10","0","10","68","40","15","12","47","0","0","0","45","7"
"*04abb*","Phil Foden","MCI","M","47","McGinn","AVL 2<br/>@MCI 3 F","311","11.11","97%","+5%","28","2,120","9","5","40","0","0","22","8","34","1","0","18","11","3","37","0","5","0","0","0","16","13"
"*05tr1*","Ethan Pinnock","BRF","D","48","FA","LEE 2<br/>@BRF 1 F","310.25","9.7","3%","0%","32","2,694","1","1","11","0","0","9","35","7","1","0","4","44","148","9","11","143","0","0","0","43","7"
"*05ocl*","Ollie Watkins","AVL","F","49","FA","AVL 2<br/>@MCI 3 F","308.25","8.81","99%","0%","35","2,948","11","2","35","0","0","32","13","53","7","0","1","12","25","37","3","65","0","1","0","48","10"
"*04io4*","Richarlison","EVE","F","50","RyRob","EVE 1<br/>@ARS 5 F","302.75","10.09","80%","+1%","30","2,517","10","5","29","0","0","23","23","54","9","0","5","12","33","40","4","66","0","1","0","46","7"
"*05n02*","Stuart Dallas","LEE","M","51","FA","LEE 2<br/>@BRF 1 F","302.5","8.9","0%","0%","34","2,920","1","1","31","0","0","9","55","25","5","0","12","57","56","29","14","32","0","0","0","66","5"
"*043qz*","Pierre-Emile Hojbjerg","TOT","M","53","RK U8","TOT 5<br/>@NOR 0 F","300.75","8.35","0%","0%","36","3,195","2","2","25","0","0","11","45","22","3","0","4","48","52","42","13","23","0","0","0","34","16"
"*051lc*","Pablo Fornals","WHU","M","55","DYCHE","WHU 1<br/>@BHA 3 F","297.75","8.27","0%","0%","36","2,783","6","3","48","0","0","12","28","28","4","0","9","27","14","23","2","23","0","1","0","38","8"
"*02m87*","Oriol Romeu","SOU","M","56","FA","SOU 1<br/>@LEI 4 F","292","8.11","0%","0%","36","2,880","2","2","37","0","0","4","39","16","9","0","5","51","40","30","8","67","0","0","0","52","7"
"*03dyp*","Riyad Mahrez","MCI","F","57","HALE","AVL 2<br/>@MCI 3 F","291.75","10.42","0%","0%","28","1,473","11","5","40","0","0","23","3","21","0","0","10","6","4","26","1","8","1","0","0","14","7"
"*05oyq*","Said Benrahma","WHU","F","58","RK U8","WHU 1<br/>@BHA 3 F","286.5","8.95","0%","0%","32","2,156","8","6","32","0","0","22","17","30","0","0","11","9","7","37","1","10","0","0","0","27","9"
"*052h5*","Gabriel Martinelli","ARS","M","59","YUM","EVE 1<br/>@ARS 5 F","285.75","9.85","45%","0%","29","1,849","6","6","34","0","0","16","19","34","1","1","8","20","12","45","1","18","0","0","0","25","7"
"*03yq8*","Demarai Gray","EVE","F","60","McGinn","EVE 1<br/>@ARS 5 F","282.5","8.31","0%","0%","34","2,322","5","4","42","0","0","17","19","36","3","0","20","15","13","55","2","4","0","0","0","39","6"
"*04qra*","Romain Saiss","WOL","D","61","FA","WOL 1<br/>@LIV 3 F","282","9.1","0%","0%","31","2,704","2","0","7","0","0","6","27","5","6","0","0","58","149","7","21","73","0","0","0","30","11"
"*04g1w*","Antonio Rudiger","CHE","D","62","ARA","WAT 1<br/>@CHE 2 F","281.75","8.29","0%","0%","34","3,034","3","0","12","0","2","13","28","8","9","0","5","28","87","6","11","56","0","2","0","27","15"
"*04abn*","Harvey Barnes","LEI","M","63","Noah B","SOU 1<br/>@LEI 4 F","281","8.78","69%","+9%","32","2,089","6","10","29","0","0","24","16","43","2","0","7","5","5","31","1","24","0","0","0","30","8"
"*0435t*","Ilkay Gundogan","MCI","M","64","I_am_Tim","AVL 2<br/>@MCI 3 F","278.5","10.31","1%","0%","27","1,845","8","4","38","0","0","19","9","19","1","0","3","15","10","24","1","11","0","0","0","10","14"
"*0372y*","Matt Targett","AVL/NEW","D","65","DYCHE","NEW 2<br/>@BUR 1 F","278.5","8.44","0%","0%","33","2,870","1","1","40","0","0","6","44","9","3","0","21","48","60","10","13","51","0","0","1","47","9"
"*02ygz*","Moussa Sissoko","TOT/WAT","M","67","I_am_Tim","WAT 1<br/>@CHE 2 F","275.75","7.66","0%","0%","36","3,220","2","1","36","0","0","8","27","53","5","0","13","30","60","52","13","64","0","0","0","73","4"
"*051kl*","Emiliano Buendia","AVL","M","68","YUM","AVL 2<br/>@MCI 3 F","272","7.77","30%","+1%","35","1,871","4","6","48","0","0","13","18","41","1","0","5","9","9","40","3","19","0","0","0","32","7"
"*04qr6*","Ruben Neves","WOL","M","69","RyRob","WOL 1<br/>@LIV 3 F","269.5","8.17","0%","0%","33","2,658","4","2","25","0","0","16","37","17","9","0","7","41","46","26","5","20","0","0","0","34","9"
"*04sat*","Emile Smith Rowe","ARS","M","70","HALE","EVE 1<br/>@ARS 5 F","269","8.15","33%","+2%","33","1,897","10","2","30","0","0","23","7","25","1","0","1","15","10","32","1","7","0","0","0","28","8"
"*05nt7*","Thiago Silva","CHE","D","71","DYCHE","WAT 1<br/>@CHE 2 F","267.5","8.36","0%","0%","32","2,647","3","0","7","0","1","5","21","3","2","0","1","44","95","6","31","57","0","1","0","28","11"
"*05tr2*","Pontus Jansson","BRF","D","72","ARA","LEE 2<br/>@BRF 1 F","267.25","7.22","0%","0%","37","3,321","3","1","5","0","1","11","21","5","7","0","0","52","186","2","27","103","0","1","0","56","8"
"*05ohc*","Sergio Reguilon","TOT","D","73","FA","TOT 5<br/>@NOR 0 F","267","10.68","0%","0%","25","1,912","2","3","29","0","0","9","24","13","4","0","24","31","39","19","8","31","0","0","0","25","9"
"*04tm0*","Lucas Digne","EVE/AVL","D","74","YUM","AVL 2<br/>@MCI 3 F","266.5","9.19","60%","-3%","29","2,439","0","4","52","0","0","3","29","19","6","0","26","37","62","11","13","49","0","0","1","42","7"
"*04mdn*","Anthony Gordon","EVE","F","75","ARA","EVE 1<br/>@ARS 5 F","264.5","7.56","96%","-1%","35","2,264","4","2","35","0","1","18","32","37","4","0","13","22","8","38","3","17","0","2","0","40","7"
"*04fk1*","Pascal Gross","BHA","M","76","I_am_Tim","WHU 1<br/>@BHA 3 F","264.5","9.12","74%","0%","29","2,029","2","4","60","0","0","9","15","15","1","0","19","18","21","9","8","15","1","0","0","24","8"
"*02lm7*","Jack Grealish","MCI","M","77","RyRob","AVL 2<br/>@MCI 3 F","263.25","10.12","33%","-1%","26","1,906","3","3","53","0","0","16","17","29","3","0","5","8","6","40","1","14","0","0","0","8","15"
"*0327r*","Michael Keane","EVE","D","79","RK U8","EVE 1<br/>@ARS 5 F","262.75","8.21","71%","+3%","32","2,790","3","2","8","0","0","6","25","2","2","1","0","62","128","7","28","97","0","0","2","54","8"
"*05n5p*","Mohammed Salisu","SOU","D","80","FA","SOU 1<br/>@LEI 4 F","262.75","7.73","0%","0%","34","2,970","0","0","9","0","0","10","47","10","8","1","2","78","150","13","26","101","0","0","1","57","6"
"*0554i*","Joelinton","NEW","F","81","RK U8","NEW 2<br/>@BUR 1 F","260.5","7.44","43%","+1%","35","2,547","4","1","29","0","0","14","38","60","8","0","2","34","47","37","11","99","0","0","0","46","7"
"*02lsa*","Dan Burn","BHA/NEW","D","82","HALE","NEW 2<br/>@BUR 1 F","258.75","8.92","75%","+1%","29","2,459","1","1","6","0","0","5","23","4","8","0","0","44","144","0","24","100","0","0","0","30","9"
"*04spp*","Douglas Luiz","AVL","M","84","FA","AVL 2<br/>@MCI 3 F","258.25","7.6","11%","-1%","34","2,708","2","3","37","0","0","8","39","17","7","0","4","34","22","24","7","26","0","0","0","38","10"
"*05omu*","Ruben Dias","MCI","D","85","FA","AVL 2<br/>@MCI 3 F","256.25","8.84","73%","0%","29","2,400","2","4","15","0","0","3","19","3","5","0","1","23","65","2","13","51","0","0","0","18","14"
"*04mqz*","Lucas Moura","TOT","M","86","RyRob","TOT 5<br/>@NOR 0 F","255","7.5","0%","0%","34","1,745","2","6","34","0","0","12","10","33","4","0","6","18","18","56","0","48","0","0","0","21","8"
"*051ks*","Teemu Pukki","NOR","F","87","RK U8","TOT 5<br/>@NOR 0 F","254.25","6.87","0%","0%","37","3,252","11","3","27","0","0","27","11","42","4","0","3","4","2","27","1","15","0","1","0","79","6"
"*04mqu*","Aymeric Laporte","MCI","D","88","McGinn","AVL 2<br/>@MCI 3 F","253.5","7.68","0%","0%","33","2,829","4","0","9","0","1","8","15","7","5","1","2","20","61","6","10","52","0","1","0","23","18"
"*05trb*","Bryan Mbeumo","BRF","F","89","ARA","LEE 2<br/>@BRF 1 F","252.75","7.22","100%","0%","35","2,902","4","7","34","0","0","22","16","57","4","0","12","11","14","39","6","29","0","0","0","47","9"
"*03dyk*","Jamie Vardy","LEI","F","90","DYCHE","SOU 1<br/>@LEI 4 F","252.5","10.1","0%","0%","25","1,796","15","2","18","0","0","26","5","8","2","0","2","1","17","9","0","24","0","0","1","27","4"
"*02lnf*","Joshua King","WAT","F","91","FA","WAT 1<br/>@CHE 2 F","250.75","7.84","0%","0%","32","2,239","5","3","35","0","0","17","15","42","5","0","4","8","29","30","4","100","0","1","0","47","3"
"*04t3s*","Joao Moutinho","WOL","M","93","FA","WOL 1<br/>@LIV 3 F","249.75","7.14","0%","0%","35","2,968","2","1","39","0","0","7","39","20","4","0","10","34","32","16","8","15","0","0","0","40","11"
"*051k3*","Jacob Ramsey","AVL","M","94","FA","AVL 2<br/>@MCI 3 F","247.25","7.27","12%","+1%","34","2,456","6","1","21","0","0","11","44","36","6","0","5","24","25","30","7","16","0","0","0","35","12"
"*05mxa*","Joel Veltman","BHA","D","95","FA","WHU 1<br/>@BHA 3 F","246.5","7.25","3%","0%","34","2,873","1","1","17","0","0","3","48","10","6","0","8","45","85","16","16","57","0","1","0","39","8"
"*05w9m*","Emerson Royal","TOT","D","96","ARA","TOT 5<br/>@NOR 0 F","245.75","7.93","0%","0%","31","2,276","1","1","28","0","0","4","47","18","5","0","18","22","78","17","2","33","0","0","0","26","10"
"*04yey*","Max Kilman","WOL","D","97","FA","WOL 1<br/>@LIV 3 F","244.75","8.16","19%","0%","30","2,686","1","0","3","0","0","4","26","5","3","0","0","45","106","17","21","66","0","0","0","25","10"
"*04s8k*","Jorginho","CHE","M","98","DYCHE","WAT 1<br/>@CHE 2 F","244.25","8.42","0%","0%","29","2,268","6","2","27","0","0","9","33","19","5","0","0","36","20","16","4","13","1","0","0","16","12"
"*05nzu*","Gabriel Magalhaes","ARS","D","100","RK U8","EVE 1<br/>@ARS 5 F","242.5","6.93","100%","0%","35","3,064","5","0","10","0","0","12","30","5","6","1","0","13","109","4","26","55","0","0","0","37","13"
"*04qqv*","Fred","MUN","M","101","FA","MUN 0<br/>@CRY 1 F","240.75","8.6","0%","0%","28","2,024","4","4","28","0","1","9","27","25","5","0","1","32","20","21","11","15","0","1","1","31","7"
"*04fk9*","Jan Bednarek","SOU","D","102","FA","SOU 1<br/>@LEI 4 F","240.5","7.76","0%","0%","31","2,628","4","0","6","0","0","7","15","4","10","0","1","72","139","1","27","91","0","0","1","52","7"
"*03rec*","Tyrone Mings","AVL","D","103","RK U8","AVL 2<br/>@MCI 3 F","239","6.64","12%","-1%","36","3,187","1","3","10","0","0","5","12","4","11","0","0","46","150","11","30","83","0","0","0","49","11"
"*0522h*","Alexis Mac Allister","BHA","M","104","Laeka B","WHU 1<br/>@BHA 3 F","238.25","7.22","85%","-2%","33","2,102","5","2","31","0","0","11","40","23","4","0","4","13","16","21","7","25","1","0","0","29","6"
"*04qrc*","Raul Jimenez","WOL","F","105","YUM","WOL 1<br/>@LIV 3 F","237.75","6.99","86%","-5%","34","2,625","6","4","38","0","0","16","14","57","5","2","3","13","26","36","5","63","0","0","0","28","11"
"*02lk5*","Jordan Henderson","LIV","M","108","RK U8","WOL 1<br/>@LIV 3 F","236.5","6.76","5%","0%","35","2,587","2","5","38","0","0","6","20","12","3","0","16","23","11","16","1","18","0","0","0","22","14"
"*02m4d*","Craig Dawson","WHU","D","107","HALE","WHU 1<br/>@BHA 3 F","236.5","6.96","0%","0%","34","2,750","2","2","4","0","0","6","17","5","4","1","0","29","138","4","52","94","0","0","0","42","7"
"*02lpn*","Eric Dier","TOT","D","109","I_am_Tim","TOT 5<br/>@NOR 0 F","236.25","6.75","0%","0%","35","3,071","0","0","7","0","0","5","9","2","1","0","1","27","141","1","32","70","0","0","1","30","16"
"*05o6h*","Kai Havertz","CHE","M","110","DYCHE","WAT 1<br/>@CHE 2 F","236","8.14","76%","-1%","29","1,795","8","3","21","0","1","23","8","32","3","0","2","4","30","18","1","37","0","1","0","18","10"
"*05os8*","Joachim Andersen","CRY","D","111","YUM","MUN 0<br/>@CRY 1 F","235.75","6.93","50%","-1%","34","2,912","0","3","19","0","0","3","23","8","4","0","2","37","123","7","19","56","0","0","1","37","12"
"*0522s*","Che Adams","SOU","F","113","Noah B","SOU 1<br/>@LEI 4 F","232.25","7.74","0%","0%","30","2,026","7","3","26","0","0","24","6","34","0","0","1","7","16","20","2","62","0","0","0","40","5"
"*04fyc*","Charlie Taylor","BUR","D","114","FA","NEW 2<br/>@BUR 1 F","231.5","7.47","0%","0%","31","2,729","0","3","21","0","0","0","26","15","3","0","20","58","72","27","20","58","0","0","0","48","5"
"*05akv*","Tyrick Mitchell","CRY","D","116","DYCHE","MUN 0<br/>@CRY 1 F","230.25","6.4","97%","0%","36","3,098","0","2","21","0","0","0","57","26","1","0","20","41","83","16","5","29","0","1","0","43","10"
"*04rhd*","Fabinho","LIV","M","117","FA","WOL 1<br/>@LIV 3 F","228.5","7.88","0%","0%","29","2,308","5","1","16","0","0","10","25","13","7","0","1","40","23","11","10","44","0","0","0","18","15"
"*02m5b*","Chris Wood","BUR/NEW","F","118","FA","NEW 2<br/>@BUR 1 F","228.25","6.71","63%","-7%","34","2,689","5","0","19","0","0","19","5","20","1","0","0","2","12","6","6","205","0","1","0","41","6"
"*04e1e*","Ben White","ARS","D","121","I_am_Tim","EVE 1<br/>@ARS 5 F","228","7.12","70%","-1%","32","2,880","0","0","13","0","0","4","23","11","3","0","0","42","101","10","24","62","0","0","1","35","13"
"*05tre*","Vitaly Janelt","BRF","M","120","RK U8","LEE 2<br/>@BRF 1 F","228","7.35","10%","+1%","31","2,291","4","0","23","0","0","12","32","11","3","0","5","28","30","13","7","34","0","0","0","37","9"
"*02oo1*","Ben Davies","TOT","D","119","RyRob","TOT 5<br/>@NOR 0 F","228","7.86","1%","0%","29","2,536","1","1","11","0","0","7","21","10","6","0","5","30","73","7","19","67","0","0","0","30","12"
"*03yu2*","Abdoulaye Doucoure","EVE","M","122","FA","EVE 1<br/>@ARS 5 F","227.75","7.59","0%","0%","30","2,535","2","4","19","0","0","11","43","22","6","0","1","28","30","21","8","35","0","0","0","47","5"
"*04civ*","Scott McTominay","MUN","M","123","FA","MUN 0<br/>@CRY 1 F","227","7.57","0%","0%","30","2,383","1","1","23","0","0","7","33","32","9","0","3","31","60","36","10","68","0","0","0","37","8"
"*03ena*","Aaron Cresswell","WHU","D","124","Noah B","WHU 1<br/>@BHA 3 F","226.25","7.3","0%","0%","31","2,726","2","3","31","0","0","4","18","4","3","0","17","35","64","8","18","32","0","0","0","38","7"
"*05ylx*","Dejan Kulusevski","TOT","M","126","I_am_Tim","TOT 5<br/>@NOR 0 F","223.5","12.42","30%","0%","18","1,251","5","8","25","0","0","10","13","18","3","0","7","13","2","25","0","3","0","0","0","11","9"
"*03srm*","N'Golo Kante","CHE","M","125","RyRob","WAT 1<br/>@CHE 2 F","223.5","8.6","0%","0%","26","1,763","2","4","24","0","0","9","31","28","2","0","1","31","8","35","2","14","0","0","0","19","9"
"*04rf1*","Mohamed Elyounoussi","SOU","M","130","FA","SOU 1<br/>@LEI 4 F","217.75","7.26","0%","0%","30","2,026","4","2","28","0","0","19","17","38","4","0","3","12","26","28","2","38","0","0","0","35","8"
"*03dyl*","Jeffrey Schlupp","CRY","M","131","HALE","MUN 0<br/>@CRY 1 F","217.5","6.8","0%","0%","32","1,827","4","1","18","0","1","9","25","33","1","0","3","18","31","35","9","31","0","1","0","19","8"
"*04gw7*","Jadon Sancho","MUN","M,F","132","ARA","MUN 0<br/>@CRY 1 F","216.25","7.46","7%","-4%","29","1,887","3","3","41","0","0","9","8","27","0","0","8","15","5","47","0","2","0","0","0","28","6"
"*05oh2*","Thiago Alcantara","LIV","M","133","ARA","WOL 1<br/>@LIV 3 F","214.25","8.57","0%","0%","25","1,514","1","4","29","0","0","6","29","13","2","0","1","26","12","20","2","32","0","0","0","7","11"
"*02m08*","Grant Hanley","NOR","D","134","I_am_Tim","TOT 5<br/>@NOR 0 F","214.25","6.49","0%","0%","33","2,897","1","0","6","0","0","4","25","1","2","0","0","56","174","1","45","102","0","0","0","70","6"
"*050jq*","Marc Guehi","CRY","D","135","FA","MUN 0<br/>@CRY 1 F","213.75","5.94","98%","0%","36","3,222","2","1","6","0","0","5","17","7","4","0","0","30","126","12","26","68","0","0","0","43","11"
"*05mxb*","Hakim Ziyech","CHE","M","136","DYCHE","WAT 1<br/>@CHE 2 F","213.5","9.28","0%","0%","23","1,300","4","3","30","0","0","19","10","24","3","0","10","10","8","28","1","13","0","0","0","12","7"
"*05w90*","Maxwel Cornet","BUR","D,M,F","137","YUM","NEW 2<br/>@BUR 1 F","212.5","8.17","17%","0%","26","1,760","9","1","15","0","1","22","9","33","2","0","5","10","13","13","4","24","1","2","0","24","5"
"*04ge6*","Joe Willock","NEW","M","138","FA","NEW 2<br/>@BUR 1 F","211.5","7.29","2%","-1%","29","2,023","2","0","18","2","0","11","37","20","0","0","3","21","8","36","6","16","0","0","0","37","6"
"*038ze*","Alex Iwobi","EVE","M","140","ARA","EVE 1<br/>@ARS 5 F","209","7.46","83%","+7%","28","2,024","2","2","36","0","0","6","19","27","1","0","10","20","25","32","3","9","0","0","0","38","6"
"*04fw3*","Alexandre Lacazette","ARS","F","141","FA","EVE 1<br/>@ARS 5 F","206.75","6.89","0%","0%","30","1,767","4","7","29","0","0","15","10","29","0","0","3","5","5","19","1","21","1","4","0","17","10"
